,0
2020-12-31,35866.2764
2021-01-04,35843.867
2021-01-05,36236.9695
2021-01-06,36365.5447
2021-01-07,36547.9879
2021-01-08,36801.3032
2021-01-11,36246.2755
2021-01-12,36116.1213
2021-01-13,36045.0812
2021-01-14,36127.1297
2021-01-15,36253.2727
2021-01-18,35962.6023
2021-01-19,35962.6023
2021-01-20,36105.6745
2021-01-21,36283.6627
2021-01-22,36365.5012
2021-01-25,36365.5012
2021-01-26,36456.6721
2021-01-27,36129.6163
2021-01-28,36258.4332
2021-01-29,36408.6718
2021-02-01,36332.2956
2021-02-02,36566.6676
2021-02-03,36606.5171
2021-02-04,36717.9569
2021-02-05,36679.9131
2021-02-08,36669.4426
2021-02-09,36471.7688
2021-02-10,36471.7688
2021-02-11,36378.3847
2021-02-12,36212.9617
2021-02-15,36395.8382
2021-02-16,36395.8382
2021-02-17,36467.9908
2021-02-18,36400.7504
2021-02-19,36324.7292
2021-02-22,36414.4274
2021-02-23,36782.6831
2021-02-24,36628.0133
2021-02-25,37022.4311
2021-02-26,37862.1214
2021-03-01,37344.7437
2021-03-02,37762.7673
2021-03-03,38136.8511
2021-03-04,38517.2597
2021-03-05,38784.4621
2021-03-08,39806.4731
2021-03-09,39773.7784
2021-03-10,40139.4614
2021-03-11,39990.9458
2021-03-12,39826.6431
2021-03-15,39570.0323
2021-03-16,39421.9522
2021-03-17,39442.9967
2021-03-18,39281.3007
2021-03-19,39249.0068
2021-03-22,39165.6129
2021-03-23,39329.4352
2021-03-24,39234.7324
2021-03-25,39308.036
2021-03-26,38621.0853
2021-03-29,37946.6867
2021-03-30,37940.0851
2021-03-31,37753.4419
2021-04-01,37873.3909
2021-04-05,37873.3909
2021-04-06,38093.9573
2021-04-07,37828.3377
2021-04-08,37845.3596
2021-04-09,37845.3596
2021-04-12,38079.7183
2021-04-13,37790.3443
2021-04-14,37817.6087
2021-04-15,38062.6895
2021-04-16,38069.6671
2021-04-19,38069.6671
2021-04-20,38133.4268
2021-04-21,38232.1971
2021-04-22,38574.0723
2021-04-23,38616.7328
2021-04-26,38753.3532
2021-04-27,38778.4529
2021-04-28,38772.4097
2021-04-29,38061.7263
2021-04-30,37981.7713
2021-05-03,37740.9382
2021-05-04,37718.3305
2021-05-05,37855.9989
2021-05-06,38073.1788
2021-05-07,37894.1859
2021-05-10,37737.6292
2021-05-11,38205.3268
2021-05-12,38176.7213
2021-05-13,38330.7497
2021-05-14,37534.9488
2021-05-17,37811.5682
2021-05-18,37652.235
2021-05-19,37683.287
2021-05-20,38172.9176
2021-05-21,38478.651
2021-05-24,38638.3318
2021-05-25,38723.8606
2021-05-26,38636.0939
2021-05-27,38636.0939
2021-05-28,38636.0939
2021-05-31,38636.0939
2021-06-01,38636.0939
2021-06-02,38720.406
2021-06-03,38605.7221
2021-06-04,38304.7921
2021-06-07,38428.618
2021-06-08,38464.4196
2021-06-09,38507.0985
2021-06-10,38495.5084
2021-06-11,38154.9469
2021-06-14,38154.9469
2021-06-15,38350.5481
2021-06-16,38369.1577
2021-06-17,38186.4912
2021-06-18,38465.2095
2021-06-21,38464.0176
2021-06-22,38423.3288
2021-06-23,38574.9819
2021-06-24,38494.4766
2021-06-25,38447.5733
2021-06-28,38447.5733
2021-06-29,38446.2717
2021-06-30,38451.5601
2021-07-01,38451.5601
2021-07-02,38291.0325
2021-07-05,38312.4775
2021-07-06,38312.4775
2021-07-07,38156.1949
2021-07-08,38093.5289
2021-07-09,37935.7448
2021-07-12,38046.8091
2021-07-13,38046.8091
2021-07-14,37982.2623
2021-07-15,38025.4584
2021-07-16,37527.5931
2021-07-19,37791.6156
2021-07-20,36867.0094
2021-07-21,37140.8246
2021-07-22,37208.5199
2021-07-23,37208.5199
2021-07-26,37376.1188
2021-07-27,37376.1188
2021-07-28,37535.9107
2021-07-29,37076.3552
2021-07-30,37076.3552
2021-08-02,37053.9403
2021-08-03,36568.2201
2021-08-04,36613.2899
2021-08-05,36566.4258
2021-08-06,36563.8462
2021-08-09,36478.1394
2021-08-10,36478.1394
2021-08-11,36547.5567
2021-08-12,36513.9519
2021-08-13,36629.8518
2021-08-16,36629.8518
2021-08-17,36766.6828
2021-08-18,36376.147
2021-08-19,36587.1945
2021-08-20,36763.2064
2021-08-23,36861.4478
2021-08-24,37047.0475
2021-08-25,37047.0475
2021-08-26,37047.0475
2021-08-27,37102.5368
2021-08-30,37243.5799
2021-08-31,37322.2623
2021-09-01,37322.2623
2021-09-02,37323.7594
2021-09-03,37282.1711
2021-09-06,37306.3015
2021-09-07,37306.3015
2021-09-08,37239.4476
2021-09-09,37129.202
2021-09-10,37173.5866
2021-09-13,37499.5046
2021-09-14,37556.845
2021-09-15,37691.5277
2021-09-16,37690.9682
2021-09-17,37575.7019
2021-09-20,37642.1781
2021-09-21,37529.9833
2021-09-22,36452.9134
2021-09-23,36598.8218
2021-09-24,36638.139
2021-09-27,36728.4781
2021-09-28,36551.3745
2021-09-29,36975.7596
2021-09-30,36961.9132
2021-10-01,37240.5217
2021-10-04,37414.2287
2021-10-05,37822.135
2021-10-06,37977.5989
2021-10-07,37856.7324
2021-10-08,37696.5496
2021-10-11,37764.4241
2021-10-12,37836.8788
2021-10-13,37939.2186
2021-10-14,37771.3263
2021-10-15,37919.3771
2021-10-18,37916.0795
2021-10-19,38291.0724
2021-10-20,38291.0724
2021-10-21,38224.771
2021-10-22,38337.2517
2021-10-25,38385.6782
2021-10-26,38268.1947
2021-10-27,38214.4878
2021-10-28,38035.7228
2021-10-29,38106.1153
2021-11-01,38377.1646
2021-11-02,38399.7429
2021-11-03,38399.7429
2021-11-04,38664.2388
2021-11-05,38873.8054
2021-11-08,38911.294
2021-11-09,38911.294
2021-11-10,39119.0004
2021-11-11,39240.3727
2021-11-12,39216.0614
2021-11-15,39445.2812
2021-11-16,39376.4815
2021-11-17,39427.9852
2021-11-18,39281.1645
2021-11-19,39157.2595
2021-11-22,39061.8056
2021-11-23,39716.3719
2021-11-24,39517.3747
2021-11-25,39893.639
2021-11-26,39893.639
2021-11-29,40289.4806
2021-11-30,40487.2204
2021-12-01,40711.8302
2021-12-02,41534.4766
2021-12-03,41354.8258
2021-12-06,42070.5783
2021-12-07,42371.7445
2021-12-08,42660.0867
2021-12-09,42745.6129
2021-12-10,43210.3665
2021-12-13,43132.7311
2021-12-14,43537.186
2021-12-15,43394.6289
2021-12-16,44267.8887
2021-12-17,45249.6272
2021-12-20,44209.1253
2021-12-21,43679.3279
2021-12-22,44218.7037
2021-12-23,44632.3457
2021-12-27,44646.1726
2021-12-28,44848.6922
2021-12-29,44836.5119
2021-12-30,44484.937
2021-12-31,44345.2686
2022-01-03,44436.1702
2022-01-04,44408.9173
2022-01-05,44782.3942
2022-01-06,45391.7673
2022-01-07,44817.6935
2022-01-10,44879.3026
2022-01-11,45106.331
2022-01-12,44876.7674
2022-01-13,44392.6827
2022-01-14,45465.4686
2022-01-17,44576.1153
2022-01-18,44576.1153
2022-01-19,44578.4686
2022-01-20,44414.6411
2022-01-21,45389.19
2022-01-24,45953.9604
2022-01-25,46409.0334
2022-01-26,45129.4175
2022-01-27,44380.0818
2022-01-28,45037.3247
2022-01-31,46513.7561
2022-02-01,47717.3847
2022-02-02,47896.3167
2022-02-03,47736.9644
2022-02-04,48152.6168
2022-02-07,47774.866
2022-02-08,47946.9258
2022-02-09,48194.2667
2022-02-10,48454.2473
2022-02-11,48412.7002
2022-02-14,49164.0153
2022-02-15,48779.7807
2022-02-16,48269.5649
2022-02-17,48305.8717
2022-02-18,49166.5668
2022-02-21,48024.434
2022-02-22,48205.0012
2022-02-23,47724.7095
2022-02-24,49134.1464
2022-02-25,52156.4152
2022-02-28,52598.3634
2022-03-01,52062.5037
2022-03-02,52309.6093
2022-03-03,52231.853
2022-03-04,52348.3586
2022-03-07,51970.214
2022-03-08,53661.407
2022-03-09,51570.5347
2022-03-10,51615.5688
2022-03-11,51239.9402
2022-03-14,52463.347
